"","q01","q02","q03","q05","party_registered","q06","q06a","q06b","q07","q16","q24","q36","q37","q38","q39","q40","q45","q46","q46a","q46b","d1","d1a","d2","d3","d4","d4a","d5","d5a","d6","d7","d8","d9","d9a","d10","d10a","d11","county","language","gender","weight","pres_ticketpref","year"
"1018","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",52,"45 to 54","own",11,"no","Do not have kids","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Female",1.04499295324144,"Republican",2008
"1019","wrong direction","bad times","yes, moderate recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","[VOL] don't know","disapprove","only some of the time","[VOL] don't know","a lot","very conservative","fair amount","nearly always","yes",46,"45 to 54","own",17,"yes","Have kids, public schools","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$100,000 to under $200,000","Los Angeles    ","English","Female",1.04499295324144,"Republican",2008
"1020","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","approve","approve","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",48,"45 to 54","own",5,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","[VOL] Other (SPECIFY)","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$80,000 to under $100,000","Los Angeles    ","English","Female",1.04499295324144,"Republican",2008
"1021","[VOL] don't know","good times","no","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","approve","approve","approve","most of the time","benefit of all of the people","some","somewhat conservative","great deal","always","yes",53,"45 to 54","own",18,"yes","Have kids, private schools","not-employed","not employed, homemaker","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$80,000 to under $100,000","Los Angeles    ","English","Female",1.04499295324144,"Republican",2008
"1022","[VOL] don't know","bad times","no","yes","Republican",0,3,0,"John McCain and Sarah Palin","fairly closely","[VOL] don't know","disapprove","disapprove","most of the time","a few big interests","a lot","middle-of-the-road","only a little","always","yes",46,"45 to 54","rent",4,"yes","Have kids, private schools","full-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$20,000 to under $40,000","Los Angeles    ","English","Female",1.04499295324144,NA,2008
"1023","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","approve","[VOL] don't know","only some of the time","a few big interests","a lot","very conservative","fair amount","always","yes",55,"55 to 64","own",14,"no","Do not have kids","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Female",0.878393021654897,"Republican",2008
"1024","wrong direction","good times","yes, moderate recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",61,"55 to 64","own",32,"no","Do not have kids","full-time employed",NA,"married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$40,000 to under $60,000","Los Angeles    ","English","Female",0.878393021654897,"Republican",2008
"1025","right direction","good times","no","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","some","very conservative","great deal","always","yes",55,"55 to 64","own",7,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Asian","no","yes, U.S. citizen","Buddhism",NA,"$100,000 to under $200,000","Los Angeles    ","English","Female",0.878393021654897,"Republican",2008
"1026","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","great deal","always","yes",62,"55 to 64","own",43,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not",NA,"Los Angeles    ","English","Female",0.878393021654897,"Republican",2008
"1027","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","[VOL] don't know","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",55,"55 to 64","own",30,"no","Do not have kids","full-time employed",NA,"divorced","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,NA,"Los Angeles    ","English","Female",0.878393021654897,"Republican",2008
"1028","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","most of the time","benefit of all of the people","some","somewhat conservative","fair amount","always","yes",71,"65 or older",NA,50,"yes","Have kids, private schools","not-employed","not employed, retired","widowed","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not",NA,"Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1029","wrong direction","[VOL] don't know","yes, moderate recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","approve","approve","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",72,"65 or older","own",29,"no","Do not have kids","part-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$40,000 to under $60,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1030","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","disapprove","disapprove","only some of the time","[VOL] don't know","a lot","middle-of-the-road","fair amount","always","yes",80,"65 or older","own",45,"no","Do not have kids","not-employed","not employed, retired","married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$20,000 to under $40,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1031","wrong direction","bad times","yes, moderate recession","yes","Republican",0,2,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","fair amount","always","yes",67,"65 or older","own",17,"no","Do not have kids","part-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$80,000 to under $100,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1032","wrong direction","good times","yes, mild recession","yes","Republican",0,2,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","approve","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",72,"65 or older","own",40,"no","Do not have kids","not-employed","[VOL] disabled; on disability","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","Under $20,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1033","wrong direction","bad times","yes, serious recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",68,"65 or older","own",30,"no","Do not have kids","full-time employed",NA,"married","College graduate","Hispanic or Latino","yes",NA,"Catholic","yes, would","$80,000 to under $100,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1034","wrong direction","[VOL] don't know","no","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","very conservative","great deal","always","yes",NA,"65 or older","own",10,"no","Do not have kids","full-time employed",NA,"divorced","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would",NA,"Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1035","wrong direction","bad times","yes, serious recession","yes","Republican",0,2,0,"[VOL] don't know","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",70,"65 or older","own",25,"no","Do not have kids","not-employed","not employed, retired","widowed","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not",NA,"Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1036","wrong direction","bad times","yes, serious recession","yes","Republican",0,3,0,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat liberal","great deal","always","yes",83,"65 or older","rent",35,"no","Do not have kids","not-employed","not employed, not looking for work","divorced","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Jewish",NA,"$20,000 to under $40,000","Los Angeles    ","English","Female",0.969046461314706,NA,2008
"1037","wrong direction","bad times","yes, mild recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","fairly closely","disapprove","approve","disapprove","most of the time","benefit of all of the people","some","somewhat conservative","great deal","always","yes",70,"65 or older","own",40,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1038","right direction","good times","no","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","approve","approve","approve","most of the time","benefit of all of the people","some","very conservative","fair amount","always","yes",94,"65 or older","own",62,"no","Do not have kids","not-employed","not employed, retired","widowed","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1039","right direction","good times","yes, moderate recession","yes","Republican",0,1,0,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",80,"65 or older","own",20,"no","Do not have kids","not-employed","not employed, retired","married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Female",0.969046461314706,"Republican",2008
"1040","wrong direction","bad times","yes, moderate recession","yes","Other",0,0,0,"Barack Obama and Joe Biden","not too closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",36,"35 to 44","rent",6,"no","Do not have kids","full-time employed",NA,"never married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Los Angeles    ","English","Male",17.4980363324181,NA,2008
"1041","wrong direction","good times","yes, moderate recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","not too closely","approve","disapprove","disapprove","most of the time","a few big interests","a lot","somewhat conservative","fair amount","always","yes",23,"18 to 24","rent",4,"yes","Have kids, public schools","full-time employed",NA,"separated","College graduate","Hispanic or Latino","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"Under $20,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1042","wrong direction","good times","yes, serious recession","yes","Independent",0,0,3,"John McCain and Sarah Palin","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","fair amount","nearly always","yes",28,"25 to 34","own",2,"yes","Have kids, not old enough to attend schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$80,000 to under $100,000","Los Angeles    ","English","Male",1.3608495314808,"Other",2008
"1043","right direction","bad times","yes, mild recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","not too closely","disapprove","approve","disapprove","only some of the time","benefit of all of the people","a lot","middle-of-the-road","great deal","always","yes",33,"25 to 34","own",8,"no","Do not have kids","full-time employed",NA,"never married","Some college",NA,"yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Male",1.3608495314808,"Republican",2008
"1044","wrong direction","bad times","no","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","approve","only some of the time","benefit of all of the people","some","somewhat conservative","only a little","seldom","yes",23,"18 to 24","own",12,"no","Do not have kids","full-time employed",NA,"never married","High school graduate/GED","Hispanic or Latino","no","yes, U.S. citizen","Catholic","yes, would","$200,000 or more","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1045","right direction","bad times","yes, moderate recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","most of the time","a few big interests","some","middle-of-the-road","fair amount","nearly always","yes",32,"25 to 34","rent",2,"no","Do not have kids","not-employed","not employed, looking for work","never married","Some college","Asian","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$20,000 to under $40,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1046","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","nearly always","yes",30,"25 to 34","rent",1,"no","Do not have kids","full-time employed",NA,"never married","Post graduate","Asian","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$100,000 to under $200,000","Los Angeles    ","English","Male",1.3608495314808,"Republican",2008
"1047","[VOL] don't know","[VOL] don't know","[VOL] don't know","yes","Independent",0,0,2,"[VOL] someone else (SPECIFY)","not at all closely","approve","approve","approve","just about always","benefit of all of the people","some","middle-of-the-road","only a little","never","no",21,"18 to 24","rent",11,"yes","Have kids, public schools","not-employed","not employed, homemaker","never married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$40,000 to under $60,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1048","right direction","good times","no","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","very liberal","fair amount","always","yes",28,"25 to 34","[VOL] neither",20,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1049","right direction","good times","no","yes","Independent",0,0,4,"Barack Obama and Joe Biden","not too closely","approve","disapprove","disapprove","only some of the time","benefit of all of the people","a lot","middle-of-the-road","only a little","never","yes",26,"25 to 34","rent",26,"no","Do not have kids","part-time employed",NA,"never married","Some college","Hispanic or Latino","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Los Angeles    ","English","Male",1.3608495314808,NA,2008
"1050","[VOL] don't know","[VOL] don't know","yes, moderate recession","yes","Independent",0,0,3,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","only a little","[VOL] don't know","yes",18,"18 to 24","[VOL] neither",12,"no","Do not have kids","not-employed","not employed, student","never married","Some high school or less","Asian","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,NA,"Los Angeles    ","English","Male",1.3608495314808,"Other",2008
"1051","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","nearly always","yes",31,"25 to 34","own",1,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1052","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,2,"John McCain and Sarah Palin","very closely","approve","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","great deal","seldom","yes",23,"18 to 24","rent",1,"no","Do not have kids","not-employed","not employed, student","never married","Some high school or less","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$60,000 to under $80,000","Los Angeles    ","English","Male",1.3608495314808,"Democratic",2008
"1053","wrong direction","good times","yes, mild recession","yes","Independent",0,0,0,"Barack Obama and Joe Biden","fairly closely","[VOL] don't know","disapprove","approve","only some of the time","a few big interests","some","somewhat liberal","fair amount","nearly always","yes",39,"35 to 44","own",5,"yes","Have kids, not old enough to attend schools","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",1.0910165762375,NA,2008
"1054","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,3,"John McCain and Sarah Palin","fairly closely","approve","approve","approve","most of the time","benefit of all of the people","a lot","somewhat liberal","only a little","always","yes",38,"35 to 44","rent",2,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","$100,000 to under $200,000","Los Angeles    ","English","Male",1.0910165762375,"Other",2008
"1055","right direction","bad times","yes, moderate recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","fairly closely","approve","disapprove","disapprove","most of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",44,"35 to 44","own",2,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",1.0910165762375,"Republican",2008
"1056","right direction","good times","yes, mild recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","very conservative","none","always","yes",36,"35 to 44","rent",3,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Black or African American","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"Under $20,000","Los Angeles    ","English","Male",1.0910165762375,"Democratic",2008
"1057","[VOL] don't know","[VOL] don't know","[VOL] don't know","yes","Independent",0,0,1,"[VOL] don't know","very closely","[VOL] don't know","approve","[VOL] don't know","just about always","benefit of all of the people","[VOL] don't know","somewhat conservative","fair amount","nearly always","yes",44,"35 to 44","rent",1,"no","Do not have kids","not-employed","[VOL] disabled; on disability","never married","Some high school or less",NA,"yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","yes, would","Under $20,000","Los Angeles    ","English","Male",1.0910165762375,"Republican",2008
"1058","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,3,"[VOL] don't know","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very liberal","great deal","part of the time","yes",35,"35 to 44","rent",1,"yes","Have kids, public schools","not-employed","not employed, student","never married","Some college","[VOL] Other (SPECIFY)","yes",NA,"some other religion (SPECIFY)","no, would not","Under $20,000","Los Angeles    ","English","Male",1.0910165762375,"Other",2008
"1059","right direction","bad times","yes, moderate recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",35,"35 to 44","own",3,"yes","Have kids, private schools","full-time employed",NA,"married","College graduate","Asian","no","yes, U.S. citizen","Non-denominational","no, would not",NA,"Los Angeles    ","English","Male",1.0910165762375,"Democratic",2008
"1060","wrong direction","bad times","no","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","approve","only some of the time","benefit of all of the people","a lot","very liberal","none","part of the time","yes",42,"35 to 44","rent",2,"no","Do not have kids","not-employed","not employed, looking for work","married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","yes, would","Under $20,000","Los Angeles    ","Spanish","Male",1.0910165762375,"Democratic",2008
"1061","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,3,"Barack Obama and Joe Biden","not at all closely","disapprove","disapprove","disapprove","only some of the time","benefit of all of the people","some","somewhat conservative","none","always","yes",43,"35 to 44","own",15,"yes","Have kids, private schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$80,000 to under $100,000","Los Angeles    ","Spanish","Male",1.0910165762375,"Other",2008
"1062","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","approve","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","part of the time","yes",40,"35 to 44","own",3,"yes","Have kids, not old enough to attend schools","full-time employed",NA,"married","College graduate","[VOL] Other (SPECIFY)","yes",NA,"Catholic","yes, would","$100,000 to under $200,000","Los Angeles    ","English","Male",1.0910165762375,"Democratic",2008
"1063","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,3,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","some","middle-of-the-road","great deal","nearly always","yes",43,"35 to 44","own",9,"yes","Have kids, public schools","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","no","yes, U.S. citizen","Jewish",NA,"$100,000 to under $200,000","Los Angeles    ","English","Male",1.0910165762375,"Other",2008
"1064","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,2,"[VOL] don't know","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","only a little","always","yes",46,"45 to 54","rent",6,"yes","Have kids, public schools","full-time employed",NA,"married","Some high school or less","Hispanic or Latino","no","yes, U.S. citizen","Catholic","no, would not","$20,000 to under $40,000","Los Angeles    ","Spanish","Male",1.00433129834958,"Democratic",2008
"1065","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","nearly always","yes",45,"45 to 54","rent",2,"yes","Have kids, public schools","full-time employed",NA,"never married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Buddhism",NA,NA,"Los Angeles    ","English","Male",1.00433129834958,"Democratic",2008
"1066","wrong direction","good times","no","yes","Independent",0,0,3,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","[VOL] don't know","great deal","seldom","no",45,"45 to 54","own",0,"no","Do not have kids","part-time employed",NA,"never married","College graduate",NA,"no","yes, U.S. citizen","Christian; just Christian","no, would not","$40,000 to under $60,000","Los Angeles    ","English","Male",1.00433129834958,"Other",2008
"1067","wrong direction","bad times","no","yes","Independent",0,0,1,NA,"very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","somewhat conservative","great deal","always","yes",46,"45 to 54","own",6,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Black or African American","yes",NA,"Islam (Muslim)",NA,"$80,000 to under $100,000","Los Angeles    ","English","Male",1.00433129834958,"Republican",2008
"1068","wrong direction","good times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","not too closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","fair amount","always","yes",45,"45 to 54","own",10,"yes","Have kids, both public and private schools","full-time employed",NA,"married","High school graduate/GED","Hispanic or Latino","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Male",1.00433129834958,"Democratic",2008
"1069","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","fairly closely","disapprove","disapprove","disapprove","most of the time","a few big interests","some","somewhat liberal","fair amount","always","yes",61,"55 to 64","own",33,"yes","Have kids, public schools","full-time employed",NA,"married","Post graduate","Hispanic or Latino","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Male",0.685447881646758,"Democratic",2008
"1070","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,3,NA,"fairly closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","very liberal","fair amount","nearly always","yes",55,"55 to 64","own",25,"no","Do not have kids","not-employed","not employed, retired","married","Some college","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$40,000 to under $60,000","Los Angeles    ","English","Male",0.685447881646758,"Other",2008
"1071","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",62,"55 to 64","own",14,"no","Do not have kids","full-time employed",NA,"never married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$60,000 to under $80,000","Los Angeles    ","English","Male",0.685447881646758,"Republican",2008
"1072","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,0,NA,"very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","very conservative","great deal","nearly always","yes",61,"55 to 64","rent",1,"no","Do not have kids","full-time employed",NA,"divorced","College graduate",NA,"yes",NA,"Jewish",NA,NA,"Los Angeles    ","English","Male",0.685447881646758,NA,2008
"1073","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,2,"Barack Obama and Joe Biden","very closely","disapprove","disapprove","disapprove","[VOL] none of the time, not at all","a few big interests","a lot","middle-of-the-road","great deal","always","yes",56,"55 to 64","own",4,"yes","Have kids, public schools","full-time employed",NA,"widowed","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"Catholic","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Male",0.685447881646758,"Democratic",2008
"1074","right direction","[VOL] don't know","yes, serious recession","yes","Independent",0,0,1,"[VOL] don't know","fairly closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","only a little","always","yes",56,"55 to 64","own",13,"yes","Have kids, public schools","full-time employed",NA,"married","College graduate","Caucasian or White And Non-Hispanic","yes",NA,"no religion (includes: not a believer, not religious, atheis",NA,"$200,000 or more","Los Angeles    ","English","Male",0.685447881646758,"Republican",2008
"1075","wrong direction","bad times","yes, serious recession","yes","Independent",0,0,3,"John McCain and Sarah Palin","very closely","disapprove","disapprove","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",60,"55 to 64","own",20,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Asian","no","yes, U.S. citizen","Hinduism",NA,"$200,000 or more","Los Angeles    ","English","Male",0.685447881646758,"Other",2008
"1076","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","very closely","disapprove","approve","disapprove","only some of the time","a few big interests","a lot","middle-of-the-road","great deal","always","yes",56,"55 to 64","own",13,"no","Do not have kids","full-time employed",NA,"married","Post graduate","Caucasian or White And Non-Hispanic","yes",NA,"Protestant (INCL: Baptist, Lutheran, Methodist, Presbyterian","no, would not","$100,000 to under $200,000","Los Angeles    ","English","Male",0.685447881646758,"Republican",2008
"1077","wrong direction","bad times","yes, moderate recession","yes","Independent",0,0,1,"John McCain and Sarah Palin","not too closely","disapprove","approve","approve","only some of the time","a few big interests","a lot","somewhat conservative","only a little","part of the time","yes",55,"55 to 64","own",20,"yes","Have kids, public schools","full-time employed",NA,"married","High school graduate/GED","Caucasian or White And Non-Hispanic","yes",NA,"Christian; just Christian","yes, would","$20,000 to under $40,000","Los Angeles    ","English","Male",0.685447881646758,"Republican",2008
